"REGION_KEY","REGION_NAME","CLUSTER_KEY","CLUSTER_NAME","MINI_CLUSTER_KEY","MINI_CLUSTER_NAME","CELL_SITE_KEY","CELL_SITE_CD"
1,North East,"6",Shan South,"20",Demoso,1000846,KY0039
1,North East,"6",Shan South,"243",Nyaungshwe,1000877,SH0455-1
2,North West,"11",Sagaing 1,"42",Sagaing,1000965,SG0201
2,North West,"11",Sagaing 1,"42",Sagaing,1000998,SG0354
2,North West,"11",Sagaing 1,"42",Sagaing,1001010,SG0388
2,North West,"11",Sagaing 1,"42",Sagaing,1001096,SG0094
2,North West,"11",Sagaing 1,"42",Sagaing,1001102,SG0392
2,North West,"7",Magway 1,"120",Taungdwingyi,1001711,MG0140
3,South East,"30",Bago North,"97",Taungoo,1002673,BA0068
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003421,MD0381
5,South West,"20",Bago West,"106",Paungde,1004009,BA0783
2,North West,"7",Magway 1,"120",Taungdwingyi,1004293,MG0828
3,South East,"30",Bago North,"97",Taungoo,1004463,BA0953
1,North East,"8",Mandalay 1,"143",Chanayethazan,1004475,MD0403
1,North East,"6",Shan South,"20",Demoso,1004481,KY0203
1,North East,"6",Shan South,"243",Nyaungshwe,1004517,SH0452
3,South East,"19",Bago East,"96",Shwegyin,1004551,BA0924
3,South East,"30",Bago North,"97",Taungoo,1004699,BA0965
5,South West,"20",Bago West,"106",Paungde,1005012,BA0875
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005097,MD0719
2,North West,"11",Sagaing 1,"42",Sagaing,1005475,SG0774
1,North East,"6",Shan South,"243",Nyaungshwe,1005650,SH0458
5,South West,"13",Hinthada,"302",Yegyi,1005779,AY1410
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005889,MD1107
1,North East,"6",Shan South,"20",Demoso,1005897,KY0246
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005930,MD3387
1,North East,"6",Shan South,"243",Nyaungshwe,1006081,SH1010
5,South West,"14",Pathein,"300",Ngapudaw,1006288,AY1247
2,North West,"11",Sagaing 1,"42",Sagaing,1006297,SG0655
5,South West,"29",Maubin,"321",Kyaiklat,1006324,AY1288
5,South West,"14",Pathein,"300",Ngapudaw,1006340,AY1011
5,South West,"29",Maubin,"320",Bogale,1006396,AY1343
3,South East,"30",Bago North,"97",Taungoo,1006452,BA0846
5,South West,"14",Pathein,"300",Ngapudaw,1006597,AY1012
5,South West,"13",Hinthada,"301",Kyonpyaw,1006611,AY1386
5,South West,"20",Bago West,"110",Letpadan,1006708,BA1132
3,South East,"31",Mon South,"174",Mudon,1006940,MO0503
3,South East,"31",Mon South,"174",Mudon,1007321,MO0507
5,South West,"20",Bago West,"112",Okpho,1007569,BA1143
5,South West,"20",Bago West,"106",Paungde,1007786,BA1229
3,South East,"30",Bago North,"97",Taungoo,1007869,BA1392
1,North East,"37",Mandalay 4,"160",Natogyi,1007998,MD1061
1,North East,"6",Shan South,"243",Nyaungshwe,1008160,SH0719
1,North East,"9",Mandalay 2,"148",Patheingyi,1008219,MD1308
3,South East,"30",Bago North,"97",Taungoo,1008227,BA1240
1,North East,"9",Mandalay 2,"148",Patheingyi,1008748,MD0385_C
5,South West,"29",Maubin,"320",Bogale,1008796,AY0754_C
1,North East,"9",Mandalay 2,"148",Patheingyi,1009014,MD0609_C
3,South East,"31",Mon South,"174",Mudon,1009172,MO0388_C
1,North East,"6",Shan South,"243",Nyaungshwe,1009286,SH0458_C
2,North West,"7",Magway 1,"120",Taungdwingyi,1009463,MG0903
1,North East,"6",Shan South,"243",Nyaungshwe,1009615,SH1065
2,North West,"33",Sagaing 3,"62",Indaw,1009802,SG1043
1,North East,"37",Mandalay 4,"160",Natogyi,1010427,MD1556
1,North East,"6",Shan South,"20",Demoso,1010428,KY0267
2,North West,"33",Sagaing 3,"62",Indaw,1010595,SG0871
5,South West,"13",Hinthada,"301",Kyonpyaw,1011398,AY2003
1,North East,"9",Mandalay 2,"148",Patheingyi,1011431,MD1519
1,North East,"9",Mandalay 2,"148",Patheingyi,1012090,MD6088
5,South West,"29",Maubin,"320",Bogale,1012175,AY2085
1,North East,"8",Mandalay 1,"143",Chanayethazan,1012406,MD4201
1,North East,"6",Shan South,"255",Kunhing,1000057,SH0081
5,South West,"29",Maubin,"320",Bogale,1000779,AY0922
1,North East,"6",Shan South,"243",Nyaungshwe,1000840,SH0251
2,North West,"11",Sagaing 1,"42",Sagaing,1001028,SG0004
2,North West,"11",Sagaing 1,"42",Sagaing,1001040,SG0079
2,North West,"11",Sagaing 1,"42",Sagaing,1001084,SG0345
3,South East,"31",Mon South,"174",Mudon,1002230,MO0455-1
3,South East,"30",Bago North,"97",Taungoo,1002640,BA0711
5,South West,"29",Maubin,"321",Kyaiklat,1002706,AY0906
5,South West,"20",Bago West,"110",Letpadan,1002740,BA0717
3,South East,"30",Bago North,"97",Taungoo,1002756,BA0026
5,South West,"29",Maubin,"321",Kyaiklat,1002764,AY0613
1,North East,"37",Mandalay 4,"160",Natogyi,1002949,MD0098
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003149,MD0379
2,North West,"33",Sagaing 3,"62",Indaw,1003161,SG0129
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003273,MD0021
3,South East,"31",Mon South,"174",Mudon,1003451,MO0195
3,South East,"31",Mon South,"174",Mudon,1004047,MO0387-1
1,North East,"9",Mandalay 2,"148",Patheingyi,1004066,MD0679
3,South East,"31",Mon South,"174",Mudon,1004101,MO0387
5,South West,"29",Maubin,"321",Kyaiklat,1004211,AY0978
2,North West,"11",Sagaing 1,"42",Sagaing,1004295,SG0457
1,North East,"8",Mandalay 1,"143",Chanayethazan,1004717,MD0778
2,North West,"33",Sagaing 3,"62",Indaw,1004804,SG0554
1,North East,"8",Mandalay 1,"143",Chanayethazan,1004955,MD0695
5,South West,"13",Hinthada,"301",Kyonpyaw,1004968,AY0965
1,North East,"6",Shan South,"20",Demoso,1005593,KY0198
3,South East,"30",Bago North,"97",Taungoo,1005663,BA1104
5,South West,"13",Hinthada,"301",Kyonpyaw,1005729,AY1169
3,South East,"30",Bago North,"97",Taungoo,1005773,BA0040_C
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005869,MD1027
1,North East,"6",Shan South,"243",Nyaungshwe,1006025,SH1013
5,South West,"14",Pathein,"300",Ngapudaw,1006290,AY1045
3,South East,"30",Bago North,"97",Taungoo,1006493,BA1106
1,North East,"6",Shan South,"243",Nyaungshwe,1007716,SH1480
5,South West,"29",Maubin,"321",Kyaiklat,1008214,AY1440
3,South East,"30",Bago North,"97",Taungoo,1008637,BA0068_C
3,South East,"31",Mon South,"174",Mudon,1008677,MO0685_C
2,North West,"7",Magway 1,"120",Taungdwingyi,1008995,MG0392_C
3,South East,"30",Bago North,"97",Taungoo,1009071,BA1348_C
5,South West,"20",Bago West,"112",Okpho,1009166,BA1314_C
5,South West,"20",Bago West,"110",Letpadan,1009304,BA0727_C
1,North East,"6",Shan South,"243",Nyaungshwe,1009357,SH0457_C
5,South West,"20",Bago West,"112",Okpho,1009361,BA1023
2,North West,"2",Chin,"35",Thantlang,1009569,CH0139
1,North East,"6",Shan South,"243",Nyaungshwe,1010354,SH1578
5,South West,"29",Maubin,"320",Bogale,1010700,AY1576
1,North East,"37",Mandalay 4,"160",Natogyi,1010837,MD1521
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010903,MD7007
3,South East,"19",Bago East,"96",Shwegyin,1011012,BA2942
2,North West,"11",Sagaing 1,"42",Sagaing,1011602,SG1662
3,South East,"30",Bago North,"97",Taungoo,1012324,BA3503
1,North East,"9",Mandalay 2,"148",Patheingyi,1012447,MD1682
5,South West,"14",Pathein,"300",Ngapudaw,1012502,AY2248
2,North West,"7",Magway 1,"120",Taungdwingyi,1012523,MG1753
5,South West,"29",Maubin,"320",Bogale,1012526,AY2283
2,North West,"11",Sagaing 1,"42",Sagaing,1011748,SG1620
1,North East,"6",Shan South,"255",Kunhing,1000106,SH0082
1,North East,"9",Mandalay 2,"148",Patheingyi,1000165,MD0349
1,North East,"9",Mandalay 2,"148",Patheingyi,1000166,MD0385
1,North East,"9",Mandalay 2,"148",Patheingyi,1000202,MD0221
1,North East,"9",Mandalay 2,"148",Patheingyi,1000214,MD0141
2,North West,"11",Sagaing 1,"42",Sagaing,1001035,SG0079-1
5,South West,"13",Hinthada,"301",Kyonpyaw,1001826,AY0239
5,South West,"20",Bago West,"112",Okpho,1002051,BA0358
5,South West,"14",Pathein,"300",Ngapudaw,1002203,AY0638
3,South East,"30",Bago North,"97",Taungoo,1002322,BA0915
3,South East,"30",Bago North,"97",Taungoo,1002531,BA0083
3,South East,"30",Bago North,"97",Taungoo,1002611,BA0780
5,South West,"20",Bago West,"110",Letpadan,1002628,BA0439
3,South East,"30",Bago North,"97",Taungoo,1002655,BA0712
5,South West,"13",Hinthada,"302",Yegyi,1003001,AY0178
1,North East,"37",Mandalay 4,"160",Natogyi,1003002,MD0347
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003113,MD0665
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003125,MD0389-1
2,North West,"33",Sagaing 3,"62",Indaw,1003238,SG0206
2,North West,"33",Sagaing 3,"62",Indaw,1003253,SG0204
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003285,MD0056
2,North West,"11",Sagaing 1,"42",Sagaing,1004035,SG0538
5,South West,"20",Bago West,"110",Letpadan,1005112,BA0771
1,North East,"6",Shan South,"20",Demoso,1005560,KY0200
3,South East,"30",Bago North,"97",Taungoo,1005781,BA1147
2,North West,"7",Magway 1,"120",Taungdwingyi,1005955,MG0392
1,North East,"6",Shan South,"243",Nyaungshwe,1006019,SH1011
5,South West,"14",Pathein,"300",Ngapudaw,1006229,AY1041
5,South West,"14",Pathein,"300",Ngapudaw,1006241,AY1067
5,South West,"14",Pathein,"300",Ngapudaw,1006247,AY1070
1,North East,"6",Shan South,"20",Demoso,1006689,KY0258
2,North West,"7",Magway 1,"120",Taungdwingyi,1006898,MG0996
1,North East,"37",Mandalay 4,"160",Natogyi,1006924,MD0969
2,North West,"11",Sagaing 1,"42",Sagaing,1007145,SG0466
1,North East,"6",Shan South,"255",Kunhing,1007191,SH0924
3,South East,"19",Bago East,"96",Shwegyin,1007594,BA1119
3,South East,"19",Bago East,"96",Shwegyin,1007801,BA1232
2,North West,"33",Sagaing 3,"62",Indaw,1008075,SG0868
5,South West,"29",Maubin,"321",Kyaiklat,1008117,AY1456
5,South West,"14",Pathein,"300",Ngapudaw,1008147,AY1526
3,South East,"30",Bago North,"97",Taungoo,1008171,BA1391
1,North East,"6",Shan South,"20",Demoso,1008311,KY0259
1,North East,"9",Mandalay 2,"148",Patheingyi,1008587,MD1308_C
5,South West,"14",Pathein,"300",Ngapudaw,1009396,AY1164
5,South West,"29",Maubin,"320",Bogale,1009625,AY1176
5,South West,"20",Bago West,"106",Paungde,1009733,BA1046
1,North East,"6",Shan South,"243",Nyaungshwe,1009929,SH1066
2,North West,"11",Sagaing 1,"42",Sagaing,1010204,SG1037
1,North East,"6",Shan South,"255",Kunhing,1010213,SH0875
1,North East,"9",Mandalay 2,"148",Patheingyi,1010360,MD1331
5,South West,"13",Hinthada,"302",Yegyi,1010460,AY1546
3,South East,"30",Bago North,"97",Taungoo,1010603,BA1494
3,South East,"31",Mon South,"174",Mudon,1010808,MO0785
1,North East,"6",Shan South,"20",Demoso,1011309,KY0316
3,South East,"30",Bago North,"97",Taungoo,1011404,BA2009
2,North West,"2",Chin,"35",Thantlang,1011488,CH0530
5,South West,"14",Pathein,"300",Ngapudaw,1011946,AY2021
1,North East,"37",Mandalay 4,"160",Natogyi,1012022,MD3645
1,North East,"6",Shan South,"243",Nyaungshwe,1000933,SH0444
1,North East,"8",Mandalay 1,"143",Chanayethazan,1012381,MD4187
1,North East,"9",Mandalay 2,"148",Patheingyi,1000164,MD0034
1,North East,"9",Mandalay 2,"148",Patheingyi,1000208,MD0479-1
1,North East,"6",Shan South,"20",Demoso,1000733,KY0031
1,North East,"6",Shan South,"243",Nyaungshwe,1000918,SH0457-1
2,North West,"11",Sagaing 1,"42",Sagaing,1000959,SG0002
2,North West,"11",Sagaing 1,"42",Sagaing,1001009,SG0199
2,North West,"11",Sagaing 1,"42",Sagaing,1001047,SG0044
2,North West,"11",Sagaing 1,"42",Sagaing,1001090,SG0384
2,North West,"7",Magway 1,"120",Taungdwingyi,1001613,MG0223
2,North West,"7",Magway 1,"120",Taungdwingyi,1001726,MG0024
5,South West,"20",Bago West,"112",Okpho,1002136,BA0333
2,North West,"11",Sagaing 1,"42",Sagaing,1002264,SG0446
5,South West,"20",Bago West,"106",Paungde,1002406,BA0216
5,South West,"20",Bago West,"106",Paungde,1002428,BA0785
3,South East,"30",Bago North,"97",Taungoo,1002616,BA0067
3,South East,"19",Bago East,"96",Shwegyin,1002644,BA0336
3,South East,"19",Bago East,"96",Shwegyin,1002650,BA0403-1
3,South East,"30",Bago North,"97",Taungoo,1002720,BA0065
5,South West,"29",Maubin,"321",Kyaiklat,1002828,AY0636
1,North East,"37",Mandalay 4,"160",Natogyi,1003008,MD0134
2,North West,"11",Sagaing 1,"42",Sagaing,1004453,SG0539
1,North East,"8",Mandalay 1,"143",Chanayethazan,1004933,MD0693
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005071,MD0893
2,North West,"11",Sagaing 1,"42",Sagaing,1005082,SG0578
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005355,MD0791
3,South East,"31",Mon South,"174",Mudon,1005499,MO0388
3,South East,"30",Bago North,"97",Taungoo,1005776,BA0067_C
3,South East,"30",Bago North,"97",Taungoo,1005787,BA1300
5,South West,"13",Hinthada,"302",Yegyi,1005818,AY1163
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005907,MD1143
3,South East,"30",Bago North,"97",Taungoo,1006046,BA1128
5,South West,"14",Pathein,"300",Ngapudaw,1006156,AY1008
5,South West,"14",Pathein,"300",Ngapudaw,1006198,AY1068
1,North East,"8",Mandalay 1,"143",Chanayethazan,1006225,MD1172
5,South West,"13",Hinthada,"302",Yegyi,1006301,AY1237
5,South West,"13",Hinthada,"302",Yegyi,1006302,AY1178
5,South West,"29",Maubin,"320",Bogale,1006425,AY1037
5,South West,"14",Pathein,"300",Ngapudaw,1006645,AY1135
1,North East,"8",Mandalay 1,"143",Chanayethazan,1006848,MD3449
1,North East,"8",Mandalay 1,"143",Chanayethazan,1006990,MD7003
2,North West,"11",Sagaing 1,"42",Sagaing,1007063,SG0656
1,North East,"6",Shan South,"20",Demoso,1007690,KY0238
1,North East,"8",Mandalay 1,"143",Chanayethazan,1007837,MD1341
5,South West,"14",Pathein,"300",Ngapudaw,1008137,AY0833
5,South West,"13",Hinthada,"302",Yegyi,1008218,AY1486
2,North West,"11",Sagaing 1,"42",Sagaing,1008452,SG1062
1,North East,"6",Shan South,"24",Hpasawng,1009426,KY0262
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010269,MD1397
2,North West,"2",Chin,"35",Thantlang,1010845,CH0414
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010958,MD7020
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010996,MD7030
5,South West,"29",Maubin,"320",Bogale,1011542,AY1777
2,North West,"2",Chin,"35",Thantlang,1011556,CH1012
1,North East,"37",Mandalay 4,"160",Natogyi,1011679,MD4052
1,North East,"9",Mandalay 2,"148",Patheingyi,1012251,MD4125
5,South West,"14",Pathein,"300",Ngapudaw,1012254,AY2080
3,South East,"30",Bago North,"97",Taungoo,1006902,BA1111
1,North East,"6",Shan South,"243",Nyaungshwe,1009447,SH1163
3,South East,"30",Bago North,"97",Taungoo,1011125,BA1492
1,North East,"6",Shan South,"243",Nyaungshwe,1000883,SH0092
2,North West,"11",Sagaing 1,"42",Sagaing,1000944,SG0390
2,North West,"11",Sagaing 1,"42",Sagaing,1000953,SG0389
2,North West,"11",Sagaing 1,"42",Sagaing,1000978,SG0107
2,North West,"11",Sagaing 1,"42",Sagaing,1000985,SG0096
2,North West,"11",Sagaing 1,"42",Sagaing,1001001,SG0048
2,North West,"11",Sagaing 1,"42",Sagaing,1001108,SG0012
2,North West,"7",Magway 1,"120",Taungdwingyi,1001764,MG0194
2,North West,"7",Magway 1,"120",Taungdwingyi,1001770,MG0261
3,South East,"30",Bago North,"97",Taungoo,1002537,BA0067-1
5,South West,"20",Bago West,"110",Letpadan,1002634,BA0431
3,South East,"30",Bago North,"97",Taungoo,1002643,BA0073
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003119,MD0388-1
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003131,MD0606
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003214,MD0223
3,South East,"31",Mon South,"174",Mudon,1003290,MO0183
2,North West,"11",Sagaing 1,"42",Sagaing,1003842,SG0561
3,South East,"19",Bago East,"96",Shwegyin,1004068,BA0912
1,North East,"6",Shan South,"243",Nyaungshwe,1004118,SH0456-1
1,North East,"6",Shan South,"24",Hpasawng,1004129,KY0152
1,North East,"6",Shan South,"255",Kunhing,1004324,SH0160
2,North West,"33",Sagaing 3,"62",Indaw,1004371,SG0639
3,South East,"31",Mon South,"174",Mudon,1004683,MO0386
5,South West,"13",Hinthada,"302",Yegyi,1004850,AY0912
2,North West,"11",Sagaing 1,"42",Sagaing,1005125,SG0658
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005371,MD1016
1,North East,"9",Mandalay 2,"148",Patheingyi,1005388,MD1019
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005423,MD0389
5,South West,"13",Hinthada,"301",Kyonpyaw,1005679,AY0966
3,South East,"30",Bago North,"97",Taungoo,1005752,BA1202
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005899,MD1155
2,North West,"11",Sagaing 1,"42",Sagaing,1005971,SG0467
2,North West,"11",Sagaing 1,"42",Sagaing,1006044,SG0932
2,North West,"11",Sagaing 1,"42",Sagaing,1006107,SG0609
3,South East,"30",Bago North,"97",Taungoo,1006409,BA0963
5,South West,"14",Pathein,"300",Ngapudaw,1006508,AY1326
5,South West,"14",Pathein,"300",Ngapudaw,1006527,AY1248
5,South West,"29",Maubin,"320",Bogale,1006603,AY1032
1,North East,"37",Mandalay 4,"160",Natogyi,1006725,MD0820
2,North West,"7",Magway 1,"120",Taungdwingyi,1007032,MG0924
5,South West,"13",Hinthada,"301",Kyonpyaw,1007664,AY1468
5,South West,"13",Hinthada,"301",Kyonpyaw,1007762,AY1474
2,North West,"7",Magway 1,"120",Taungdwingyi,1008022,MG1043
5,South West,"29",Maubin,"320",Bogale,1008108,AY1400
3,South East,"30",Bago North,"97",Taungoo,1008120,BA1203
3,South East,"30",Bago North,"97",Taungoo,1008688,BA0953_C
1,North East,"9",Mandalay 2,"148",Patheingyi,1008700,MD0481_C
5,South West,"20",Bago West,"110",Letpadan,1008752,BA1355
1,North East,"6",Shan South,"20",Demoso,1009012,KY0199_C
5,South West,"13",Hinthada,"302",Yegyi,1009151,AY1481
1,North East,"9",Mandalay 2,"148",Patheingyi,1009649,MD1197
2,North West,"33",Sagaing 3,"62",Indaw,1009845,SG0870
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010553,MD1646
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010620,MD7008
3,South East,"30",Bago North,"97",Taungoo,1010709,BA1504
1,North East,"8",Mandalay 1,"143",Chanayethazan,1011028,MD1644
2,North West,"7",Magway 1,"120",Taungdwingyi,1011687,MG1662
3,South East,"31",Mon South,"174",Mudon,1012182,MO1571
5,South West,"29",Maubin,"320",Bogale,1012274,AY2170
5,South West,"20",Bago West,"112",Okpho,1012300,BA3500
1,North East,"8",Mandalay 1,"143",Chanayethazan,1012314,MD4183
3,South East,"31",Mon South,"174",Mudon,1012461,MO1659
5,South West,"14",Pathein,"300",Ngapudaw,1012509,AY2230
5,South West,"14",Pathein,"300",Ngapudaw,1012516,AY2247
5,South West,"29",Maubin,"321",Kyaiklat,1012520,AY2277
5,South West,"13",Hinthada,"302",Yegyi,1010653,AY1557
1,North East,"9",Mandalay 2,"148",Patheingyi,1000264,MD0261
5,South West,"29",Maubin,"320",Bogale,1000862,AY0754-1
1,North East,"6",Shan South,"243",Nyaungshwe,1000906,SH0453
2,North West,"11",Sagaing 1,"42",Sagaing,1000955,SG0008
2,North West,"11",Sagaing 1,"42",Sagaing,1000977,SG0391
2,North West,"11",Sagaing 1,"42",Sagaing,1000995,SG0394
2,North West,"11",Sagaing 1,"42",Sagaing,1001121,SG0352-1
5,South West,"20",Bago West,"106",Paungde,1002412,BA0251
3,South East,"19",Bago East,"96",Shwegyin,1002563,BA0367
5,South West,"20",Bago West,"110",Letpadan,1002567,BA0451
3,South East,"30",Bago North,"97",Taungoo,1002604,BA0705-1
3,South East,"30",Bago North,"97",Taungoo,1002646,BA0092
3,South East,"30",Bago North,"97",Taungoo,1002661,BA0068-1
3,South East,"30",Bago North,"97",Taungoo,1002708,BA0779
5,South West,"20",Bago West,"110",Letpadan,1002752,BA0432
1,North East,"37",Mandalay 4,"160",Natogyi,1002905,MD0650
1,North East,"37",Mandalay 4,"160",Natogyi,1002932,MD0627
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003137,MD0006
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003220,MD0382
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003232,MD0380
2,North West,"33",Sagaing 3,"62",Indaw,1003260,SG0205
3,South East,"31",Mon South,"174",Mudon,1003315,MO0186
3,South East,"19",Bago East,"96",Shwegyin,1004072,BA0923
5,South West,"29",Maubin,"321",Kyaiklat,1004131,AY0908
5,South West,"20",Bago West,"112",Okpho,1004322,BA0935
2,North West,"7",Magway 1,"120",Taungdwingyi,1004459,MG0431
2,North West,"7",Magway 1,"120",Taungdwingyi,1004575,MG0432
5,South West,"13",Hinthada,"301",Kyonpyaw,1004599,AY1049
5,South West,"29",Maubin,"320",Bogale,1004682,AY0934
3,South East,"30",Bago North,"97",Taungoo,1005064,BA1002
1,North East,"6",Shan South,"243",Nyaungshwe,1005493,SH0449
1,North East,"9",Mandalay 2,"148",Patheingyi,1005523,MD0426
1,North East,"6",Shan South,"243",Nyaungshwe,1005530,SH0457
5,South West,"20",Bago West,"110",Letpadan,1005714,BA1029
2,North West,"11",Sagaing 1,"42",Sagaing,1005820,SG0756
2,North West,"7",Magway 1,"120",Taungdwingyi,1005936,MG0851
2,North West,"11",Sagaing 1,"42",Sagaing,1006137,SG0931
5,South West,"14",Pathein,"300",Ngapudaw,1006162,AY1010
3,South East,"31",Mon South,"174",Mudon,1006279,MO0682
5,South West,"29",Maubin,"320",Bogale,1006361,AY1316
5,South West,"14",Pathein,"300",Ngapudaw,1006362,AY1315
5,South West,"29",Maubin,"320",Bogale,1006378,AY1322
5,South West,"29",Maubin,"320",Bogale,1006395,AY0998
5,South West,"29",Maubin,"320",Bogale,1006401,AY1001
5,South West,"13",Hinthada,"301",Kyonpyaw,1006402,AY1347
5,South West,"14",Pathein,"300",Ngapudaw,1006587,AY1337
1,North East,"6",Shan South,"20",Demoso,1006685,KY0167
1,North East,"8",Mandalay 1,"143",Chanayethazan,1007154,MD7002
3,South East,"31",Mon South,"174",Mudon,1007574,MO0538
5,South West,"13",Hinthada,"302",Yegyi,1007774,AY1478
1,North East,"37",Mandalay 4,"160",Natogyi,1007852,MD1289
1,North East,"6",Shan South,"243",Nyaungshwe,1008538,SH0444_C
5,South West,"29",Maubin,"320",Bogale,1008632,AY1423
3,South East,"31",Mon South,"174",Mudon,1008741,MO0507_C
2,North West,"11",Sagaing 1,"42",Sagaing,1008902,SG1064
3,South East,"31",Mon South,"174",Mudon,1008947,MO0455_C
1,North East,"6",Shan South,"20",Demoso,1008970,KY0200_C
1,North East,"9",Mandalay 2,"148",Patheingyi,1009120,MD1019_C
5,South West,"29",Maubin,"321",Kyaiklat,1009200,AY1172
5,South West,"14",Pathein,"300",Ngapudaw,1009510,AY1054
1,North East,"6",Shan South,"24",Hpasawng,1009643,KY0263
1,North East,"6",Shan South,"243",Nyaungshwe,1009880,SH1067
2,North West,"33",Sagaing 3,"62",Indaw,1009979,SG1019
1,North East,"8",Mandalay 1,"143",Chanayethazan,1010787,MD1476
1,North East,"37",Mandalay 4,"160",Natogyi,1010849,MD1558
1,North East,"6",Shan South,"243",Nyaungshwe,1010893,SH3614
2,North West,"2",Chin,"35",Thantlang,1011223,CH0445
2,North West,"2",Chin,"35",Thantlang,1011255,CH0450
1,North East,"37",Mandalay 4,"160",Natogyi,1011722,MD3998
5,South West,"13",Hinthada,"302",Yegyi,1011781,AY2055
5,South West,"14",Pathein,"300",Ngapudaw,1011945,AY1654
2,North West,"2",Chin,"35",Thantlang,1011990,CH0444
5,South West,"14",Pathein,"300",Ngapudaw,1012365,AY2182
1,North East,"8",Mandalay 1,"143",Chanayethazan,1012508,MD1689
1,North East,"8",Mandalay 1,"143",Chanayethazan,1012513,MD1686
2,North West,"11",Sagaing 1,"42",Sagaing,1010521,SG1230
5,South West,"20",Bago West,"110",Letpadan,1011112,BA2936
1,North East,"9",Mandalay 2,"148",Patheingyi,1012392,MD4188
1,North East,"6",Shan South,"255",Kunhing,1000112,SH0122
5,South West,"29",Maubin,"320",Bogale,1000674,AY0974
1,North East,"6",Shan South,"243",Nyaungshwe,1000912,SH0093
2,North West,"11",Sagaing 1,"42",Sagaing,1000949,SG0013
2,North West,"11",Sagaing 1,"42",Sagaing,1000972,SG0045
1,North East,"6",Shan South,"243",Nyaungshwe,1000976,SH0458-1
1,North East,"6",Shan South,"243",Nyaungshwe,1000988,SH0445
2,North West,"11",Sagaing 1,"42",Sagaing,1000989,SG0006
2,North West,"11",Sagaing 1,"42",Sagaing,1001004,SG0007
2,North West,"11",Sagaing 1,"42",Sagaing,1001029,SG0014
2,North West,"11",Sagaing 1,"42",Sagaing,1001053,SG0011
2,North West,"11",Sagaing 1,"42",Sagaing,1001059,SG0113
2,North West,"7",Magway 1,"120",Taungdwingyi,1001670,MG0014
5,South West,"20",Bago West,"110",Letpadan,1002573,BA0446
3,South East,"30",Bago North,"97",Taungoo,1002726,BA0029
3,South East,"30",Bago North,"97",Taungoo,1002732,BA0710
1,North East,"37",Mandalay 4,"160",Natogyi,1002807,MD0626
1,North East,"37",Mandalay 4,"160",Natogyi,1002850,MD0190
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003226,MD0403-1
1,North East,"8",Mandalay 1,"143",Chanayethazan,1003409,MD0281
1,North East,"8",Mandalay 1,"143",Chanayethazan,1004250,MD0720
1,North East,"8",Mandalay 1,"143",Chanayethazan,1004378,MD0694
1,North East,"6",Shan South,"243",Nyaungshwe,1004693,SH0450
3,South East,"19",Bago East,"96",Shwegyin,1004720,BA0872
2,North West,"7",Magway 1,"120",Taungdwingyi,1004893,MG0249
5,South West,"20",Bago West,"106",Paungde,1004935,BA0781
3,South East,"30",Bago North,"97",Taungoo,1005508,BA1136
1,North East,"8",Mandalay 1,"143",Chanayethazan,1005841,MD0833
5,South West,"14",Pathein,"300",Ngapudaw,1006192,AY1066
5,South West,"14",Pathein,"300",Ngapudaw,1006282,AY1246
5,South West,"29",Maubin,"320",Bogale,1006334,AY1005
5,South West,"29",Maubin,"320",Bogale,1006386,AY1333
5,South West,"29",Maubin,"320",Bogale,1006392,AY1336
5,South West,"29",Maubin,"321",Kyaiklat,1006514,AY1342
5,South West,"14",Pathein,"300",Ngapudaw,1006591,AY1007
5,South West,"29",Maubin,"320",Bogale,1006593,AY1339
5,South West,"14",Pathein,"300",Ngapudaw,1006651,AY1136
5,South West,"13",Hinthada,"302",Yegyi,1006699,AY1238
1,North East,"8",Mandalay 1,"143",Chanayethazan,1006823,MD7001
